IDTournament|Year|Duration|Timestamp|Draw|Indoor|Surface|TournamentPrize|IDPlayer|IDOpponent|Win|RoundNumber|TournamentStart|TournamentEnd|Scores|WinnerScores|LoserScores|TieBreakScores|Retirement|Aces|BreakPointsConverted|BreakPointsConvertedTotal|BreakPointsSaved|BreakPointsSavedTotal|DoubleFaults|FirstServe|FirstServePointsWon|FirstServePointsWonTotal|FirstServeReturnPointsWon|FirstServeReturnPointsWonTotal|FirstServeTotal|ReturnGamesPlayed|SecondServePointsWon|SecondServePointsWonTotal|SecondServeReturnPointsWon|SecondServeReturnPointsWonTotal|ServiceGamesPlayed|TotalPointsWon|TotalPointsWonTotal|TotalReturnPointsWon|TotalReturnPointsWonTotal|TotalServicePointsWon|TotalServicePointsWonTotal|p|r|t|y
18|2013|113|13635612001|128|0|Hard|$4330625|271|262|0|1|18.03.2013|31.03.2013|['4', '6', '1']|['6', '4', '6']|['4', '6', '1']|['-1', '-1', '-1']|0|12|2|6|4|8|4|48|34|48|11|49|96|14|20|48|18|36|13|83|181|29|85|54|96|RA17|1|0403|2013
18|2013|136|13635612001|128|0|Hard|$4330625|21|145|1|1|18.03.2013|31.03.2013|['4', '6', '6']|['4', '6', '6']|['6', '4', '3']|['-1', '-1', '-1']|0|5|6|14|7|12|9|68|39|68|20|51|105|14|21|37|22|40|15|102|196|42|91|60|105|K540|1|0403|2013
18|2013|136|13635612001|128|0|Hard|$4330625|145|21|0|1|18.03.2013|31.03.2013|['6', '4', '3']|['4', '6', '6']|['6', '4', '3']|['-1', '-1', '-1']|0|3|5|12|8|14|3|51|31|51|29|68|91|15|18|40|16|37|14|94|196|45|105|49|91|K540|1|0403|2013
18|2013|76|13635612001|128|0|Hard|$4330625|18|176|1|1|18.03.2013|31.03.2013|['7', '6']|['7', '6']|['5', '1']|['-1', '-1']|0|0|5|10|7|9|4|32|24|32|16|32|67|9|18|35|15|27|10|73|126|31|59|42|67|F444|1|0403|2013
18|2013|76|13635612001|128|0|Hard|$4330625|176|18|0|1|18.03.2013|31.03.2013|['5', '1']|['7', '6']|['5', '1']|['-1', '-1']|0|4|2|9|5|10|2|32|16|32|8|32|59|10|12|27|17|35|9|53|126|25|67|28|59|F444|1|0403|2013
18|2013|59|13635612001|128|0|Hard|$4330625|126|280|1|1|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['2', '4']|['-1', '-1']|0|3|3|3|4|4|3|38|28|38|11|31|65|9|15|27|10|17|9|64|113|21|48|43|65|G676|1|0403|2013
18|2013|59|13635612001|128|0|Hard|$4330625|280|126|0|1|18.03.2013|31.03.2013|['2', '4']|['6', '6']|['2', '4']|['-1', '-1']|0|0|0|4|0|3|3|31|20|31|10|38|48|9|7|17|12|27|9|49|113|22|65|27|48|G676|1|0403|2013
18|2013|66|13635612001|128|0|Hard|$4330625|195|83|1|1|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['2', '3']|['-1', '-1']|0|4|6|8|8|11|2|38|27|38|11|24|64|8|9|26|17|23|9|64|111|28|47|36|64|T840|1|0403|2013
18|2013|66|13635612001|128|0|Hard|$4330625|83|195|0|1|18.03.2013|31.03.2013|['2', '3']|['6', '6']|['2', '3']|['-1', '-1']|0|2|3|11|2|8|5|24|13|24|11|38|47|9|6|23|17|26|8|47|111|28|64|19|47|T840|1|0403|2013
18|2013|109|13635612001|128|0|Hard|$4330625|90|1|1|1|18.03.2013|31.03.2013|['2', '6', '6']|['2', '6', '6']|['6', '4', '3']|['-1', '-1', '-1']|0|2|5|10|5|10|1|42|26|42|13|40|88|13|26|46|23|44|14|88|172|36|84|52|88|N289|1|0403|2013
18|2013|109|13635612001|128|0|Hard|$4330625|1|90|0|1|18.03.2013|31.03.2013|['6', '4', '3']|['2', '6', '6']|['6', '4', '3']|['-1', '-1', '-1']|0|6|5|10|5|10|4|40|27|40|16|42|84|14|21|44|20|46|13|84|172|36|88|48|84|N289|1|0403|2013
18|2013|112|13635612001|128|0|Hard|$4330625|248|25|1|1|18.03.2013|31.03.2013|['4', '6', '6']|['4', '6', '6']|['6', '0', '4']|['-1', '-1', '-1']|0|9|7|14|3|7|4|46|32|46|13|41|86|13|17|40|30|42|13|92|169|43|83|49|86|D646|1|0403|2013
18|2013|112|13635612001|128|0|Hard|$4330625|25|248|0|1|18.03.2013|31.03.2013|['6', '0', '4']|['4', '6', '6']|['6', '0', '4']|['-1', '-1', '-1']|0|6|4|7|7|14|7|41|28|41|14|46|83|13|12|42|23|40|13|77|169|37|86|40|83|D646|1|0403|2013
18|2013|72|13635612001|128|0|Hard|$4330625|185|74|1|1|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['2', '4']|['-1', '-1']|0|2|3|9|0|0|1|32|27|32|8|26|46|9|9|14|19|36|9|63|108|27|62|36|46|G725|1|0403|2013
18|2013|72|13635612001|128|0|Hard|$4330625|74|185|0|1|18.03.2013|31.03.2013|['2', '4']|['6', '6']|['2', '4']|['-1', '-1']|0|4|0|0|6|9|5|26|18|26|5|32|62|9|17|36|5|14|9|45|108|10|46|35|62|G725|1|0403|2013
18|2013|77|13635612001|128|0|Hard|$4330625|206|174|1|1|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['4', '3']|['-1', '-1']|0|9|5|11|3|6|1|28|22|28|10|24|55|9|13|27|21|35|10|66|114|31|59|35|55|BH09|1|0403|2013
18|2013|77|13635612001|128|0|Hard|$4330625|174|206|0|1|18.03.2013|31.03.2013|['4', '3']|['6', '6']|['4', '3']|['-1', '-1']|0|3|3|6|6|11|4|24|14|24|6|28|59|10|14|35|14|27|9|48|114|20|55|28|59|BH09|1|0403|2013
18|2013|106|13635612001|128|0|Hard|$4330625|163|50|1|1|18.03.2013|31.03.2013|['2', '6', '6']|['2', '6', '6']|['6', '4', '2']|['-1', '-1', '-1']|0|6|3|8|9|11|4|50|37|50|10|44|87|13|18|37|18|33|13|83|164|28|77|55|87|BD20|1|0403|2013
18|2013|106|13635612001|128|0|Hard|$4330625|50|163|0|1|18.03.2013|31.03.2013|['6', '4', '2']|['2', '6', '6']|['6', '4', '2']|['-1', '-1', '-1']|0|2|2|11|5|8|1|44|34|44|13|50|77|13|15|33|19|37|13|81|164|32|87|49|77|BD20|1|0403|2013
18|2013|142|13635612001|128|0|Hard|$4330625|135|31|1|1|18.03.2013|31.03.2013|['4', '6', '7']|['4', '6', '7']|['6', '3', '6']|['-1', '-1', '4']|0|3|5|14|5|9|2|58|38|58|20|54|98|16|20|40|27|58|15|105|210|47|112|58|98|BA98|1|0403|2013
18|2013|142|13635612001|128|0|Hard|$4330625|31|135|0|1|18.03.2013|31.03.2013|['6', '3', '6']|['4', '6', '7']|['6', '3', '6']|['-1', '-1', '4']|0|6|4|9|9|14|4|54|34|54|20|58|112|15|31|58|20|40|16|105|210|40|98|65|112|BA98|1|0403|2013
18|2013|84|13635612001|128|0|Hard|$4330625|247|217|1|1|18.03.2013|31.03.2013|['7', '7']|['7', '7']|['5', '6']|['-1', '3']|0|10|3|7|3|5|0|36|29|36|9|35|66|12|18|30|25|49|12|81|150|34|84|47|66|TA46|1|0403|2013
18|2013|84|13635612001|128|0|Hard|$4330625|217|247|0|1|18.03.2013|31.03.2013|['5', '6']|['7', '7']|['5', '6']|['-1', '3']|0|3|2|5|4|7|4|35|26|35|7|36|84|12|24|49|12|30|12|69|150|19|66|50|84|TA46|1|0403|2013
18|2013|53|13635612002|128|0|Hard|$4330625|245|116|1|2|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['1', '0']|['-1', '-1']|0|4|5|7|4|4|0|30|20|30|8|19|47|6|14|17|19|27|7|61|93|27|46|34|47|D643|2|0403|2013
18|2013|53|13635612002|128|0|Hard|$4330625|116|245|0|2|18.03.2013|31.03.2013|['1', '0']|['6', '6']|['1', '0']|['-1', '-1']|0|2|0|4|2|7|7|19|11|19|10|30|46|7|8|27|3|17|6|32|93|13|47|19|46|D643|2|0403|2013
18|2013|140|13635612002|128|0|Hard|$4330625|129|160|1|2|18.03.2013|31.03.2013|['4', '6', '7']|['4', '6', '7']|['6', '4', '5']|['-1', '-1', '-1']|0|7|3|8|7|9|4|58|40|58|16|58|117|16|34|59|19|39|16|109|214|35|97|74|117|D616|2|0403|2013
18|2013|140|13635612002|128|0|Hard|$4330625|160|129|0|2|18.03.2013|31.03.2013|['6', '4', '5']|['4', '6', '7']|['6', '4', '5']|['-1', '-1', '-1']|0|2|2|9|5|8|3|58|42|58|18|58|97|16|20|39|25|59|16|105|214|43|117|62|97|D616|2|0403|2013
18|2013|61|13635612002|128|0|Hard|$4330625|283|250|1|2|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['2', '3']|['-1', '-1']|0|4|5|8|0|1|1|22|20|22|14|28|49|9|11|27|15|24|8|60|101|29|52|31|49|D801|2|0403|2013
18|2013|61|13635612002|128|0|Hard|$4330625|250|283|0|2|18.03.2013|31.03.2013|['2', '3']|['6', '6']|['2', '3']|['-1', '-1']|0|1|1|1|3|8|4|28|14|28|2|22|52|8|9|24|16|27|9|41|101|18|49|23|52|D801|2|0403|2013
18|2013|90|13635612002|128|0|Hard|$4330625|151|230|1|2|18.03.2013|31.03.2013|['6', '5', '6']|['6', '5', '6']|['0', '7', '3']|['-1', '-1', '-1']|0|5|4|10|1|2|6|36|29|36|10|43|72|13|25|36|21|36|14|85|151|31|79|54|72|H355|2|0403|2013
18|2013|90|13635612002|128|0|Hard|$4330625|230|151|0|2|18.03.2013|31.03.2013|['0', '7', '3']|['6', '5', '6']|['0', '7', '3']|['-1', '-1', '-1']|0|11|1|2|6|10|4|43|33|43|7|36|79|14|15|36|11|36|13|66|151|18|72|48|79|H355|2|0403|2013
18|2013|77|13635612002|128|0|Hard|$4330625|246|227|1|2|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['3', '3']|['-1', '-1']|0|2|5|11|1|3|3|25|20|25|11|26|53|9|14|28|20|34|9|65|113|31|60|34|53|SD32|2|0403|2013
18|2013|77|13635612002|128|0|Hard|$4330625|227|246|0|2|18.03.2013|31.03.2013|['3', '3']|['6', '6']|['3', '3']|['-1', '-1']|0|2|2|3|6|11|4|26|15|26|5|25|60|9|14|34|14|28|9|48|113|19|53|29|60|SD32|2|0403|2013
18|2013|77|13635612002|128|0|Hard|$4330625|94|203|1|2|18.03.2013|31.03.2013|['6', '7']|['6', '7']|['3', '6']|['-1', '3']|0|6|3|7|1|2|0|39|30|39|10|33|59|11|12|20|17|35|10|69|127|27|68|42|59|Z189|2|0403|2013
18|2013|77|13635612002|128|0|Hard|$4330625|203|94|0|2|18.03.2013|31.03.2013|['3', '6']|['6', '7']|['3', '6']|['-1', '3']|0|3|1|2|4|7|2|33|23|33|9|39|68|10|18|35|8|20|11|58|127|17|59|41|68|Z189|2|0403|2013
18|2013|80|13635612002|128|0|Hard|$4330625|144|104|1|2|18.03.2013|31.03.2013|['6', '7']|['6', '7']|['3', '6']|['-1', '4']|0|9|2|9|0|0|3|43|37|43|15|40|56|11|8|13|16|37|10|76|133|31|77|45|56|A678|2|0403|2013
18|2013|80|13635612002|128|0|Hard|$4330625|104|144|0|2|18.03.2013|31.03.2013|['3', '6']|['6', '7']|['3', '6']|['-1', '4']|0|3|0|0|7|9|8|40|25|40|6|43|77|10|21|37|5|13|11|57|133|11|56|46|77|A678|2|0403|2013
18|2013|74|13635612002|128|0|Hard|$4330625|182|198|1|2|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['2', '4']|['-1', '-1']|0|4|4|5|5|6|1|38|29|38|10|31|60|9|12|22|14|22|9|65|113|24|53|41|60|T742|2|0403|2013
18|2013|74|13635612002|128|0|Hard|$4330625|198|182|0|2|18.03.2013|31.03.2013|['2', '4']|['6', '6']|['2', '4']|['-1', '-1']|0|1|1|6|1|5|3|31|21|31|9|38|53|9|8|22|10|22|9|48|113|19|60|29|53|T742|2|0403|2013
18|2013|47|13635612002|128|0|Hard|$4330625|63|65|1|2|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['4', '1']|['-1', '-1']|0|0|5|7|0|1|2|26|22|26|10|29|41|9|7|15|14|22|8|53|92|24|51|29|41|F510|2|0403|2013
18|2013|47|13635612002|128|0|Hard|$4330625|65|63|0|2|18.03.2013|31.03.2013|['4', '1']|['6', '6']|['4', '1']|['-1', '-1']|0|6|1|1|2|7|2|29|19|29|4|26|51|8|8|22|8|15|9|39|92|12|41|27|51|F510|2|0403|2013
18|2013|74|13635612002|128|0|Hard|$4330625|8|260|1|2|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['3', '2']|['-1', '-1']|0|2|6|9|6|8|3|27|21|27|14|32|56|9|13|29|23|30|8|71|118|37|62|34|56|M680|2|0403|2013
18|2013|74|13635612002|128|0|Hard|$4330625|260|8|0|2|18.03.2013|31.03.2013|['3', '2']|['6', '6']|['3', '2']|['-1', '-1']|0|5|2|8|3|9|5|32|18|32|6|27|62|8|7|30|16|29|9|47|118|22|56|25|62|M680|2|0403|2013
18|2013|81|13635612002|128|0|Hard|$4330625|190|275|1|2|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['3', '3']|['-1', '-1']|0|0|5|11|1|3|2|32|18|32|16|39|55|9|16|23|19|29|9|69|123|35|68|34|55|N552|2|0403|2013
18|2013|81|13635612002|128|0|Hard|$4330625|275|190|0|2|18.03.2013|31.03.2013|['3', '3']|['6', '6']|['3', '3']|['-1', '-1']|0|3|2|3|6|11|1|39|23|39|14|32|68|9|10|29|7|23|9|54|123|21|55|33|68|N552|2|0403|2013
18|2013|127|13635612002|128|0|Hard|$4330625|88|26|1|2|18.03.2013|31.03.2013|['6', '4', '6']|['6', '4', '6']|['2', '6', '3']|['-1', '-1', '-1']|0|3|6|15|3|6|1|55|38|55|18|45|93|14|18|38|21|41|13|95|179|39|86|56|93|R772|2|0403|2013
18|2013|127|13635612002|128|0|Hard|$4330625|26|88|0|2|18.03.2013|31.03.2013|['2', '6', '3']|['6', '4', '6']|['2', '6', '3']|['-1', '-1', '-1']|0|3|3|6|9|15|7|45|27|45|17|55|86|13|20|41|20|38|14|84|179|37|93|47|86|R772|2|0403|2013
18|2013|61|13635612002|128|0|Hard|$4330625|257|68|1|2|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['2', '3']|['-1', '-1']|0|6|6|10|3|5|1|29|22|29|18|35|53|9|10|24|14|22|8|64|110|32|57|32|53|B676|2|0403|2013
18|2013|61|13635612002|128|0|Hard|$4330625|68|257|0|2|18.03.2013|31.03.2013|['2', '3']|['6', '6']|['2', '3']|['-1', '-1']|0|1|2|5|4|10|4|35|17|35|7|29|57|8|8|22|14|24|9|46|110|21|53|25|57|B676|2|0403|2013
18|2013|84|13635612002|128|0|Hard|$4330625|20|85|1|2|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['3', '4']|['-1', '-1']|0|5|5|8|5|7|3|41|27|41|19|40|68|10|13|27|11|22|9|70|130|30|62|40|68|M762|2|0403|2013
18|2013|84|13635612002|128|0|Hard|$4330625|85|20|0|2|18.03.2013|31.03.2013|['3', '4']|['6', '6']|['3', '4']|['-1', '-1']|0|2|2|7|3|8|1|40|21|40|14|41|62|9|11|22|14|27|10|60|130|28|68|32|62|M762|2|0403|2013
18|2013|111|13635612002|128|0|Hard|$4330625|152|96|1|2|18.03.2013|31.03.2013|['7', '6']|['7', '6']|['6', '1']|['5', '-1']|0|4|3|5|5|6|1|60|42|60|12|36|85|9|11|25|13|25|10|78|146|25|61|53|85|K839|2|0403|2013
18|2013|111|13635612002|128|0|Hard|$4330625|96|152|0|2|18.03.2013|31.03.2013|['6', '1']|['7', '6']|['6', '1']|['5', '-1']|0|2|1|6|2|5|2|36|24|36|18|60|61|10|12|25|14|25|9|68|146|32|85|36|61|K839|2|0403|2013
18|2013|88|13635612002|128|0|Hard|$4330625|22|5|1|2|18.03.2013|31.03.2013|['7', '6']|['7', '6']|['5', '2']|['-1', '-1']|0|9|5|11|4|6|5|31|25|31|14|38|59|10|15|28|19|30|10|73|127|33|68|40|59|G628|2|0403|2013
18|2013|88|13635612002|128|0|Hard|$4330625|5|22|0|2|18.03.2013|31.03.2013|['5', '2']|['7', '6']|['5', '2']|['-1', '-1']|0|0|2|6|6|11|1|38|24|38|6|31|68|10|11|30|13|28|10|54|127|19|59|35|68|G628|2|0403|2013
18|2013|103|13635612002|128|0|Hard|$4330625|196|249|1|2|18.03.2013|31.03.2013|['6', '1', '6']|['6', '1', '6']|['3', '6', '0']|['-1', '-1', '-1']|0|6|4|6|10|12|7|46|30|46|12|32|82|11|19|36|17|34|11|78|148|29|66|49|82|Y061|2|0403|2013
18|2013|103|13635612002|128|0|Hard|$4330625|249|196|0|2|18.03.2013|31.03.2013|['3', '6', '0']|['6', '1', '6']|['3', '6', '0']|['-1', '-1', '-1']|0|3|2|12|2|6|4|32|20|32|16|46|66|11|17|34|17|36|11|70|148|33|82|37|66|Y061|2|0403|2013
18|2013|135|13635612002|128|0|Hard|$4330625|3|267|1|2|18.03.2013|31.03.2013|['7', '4', '6']|['7', '4', '6']|['6', '6', '2']|['5', '-1', '-1']|0|3|7|12|5|11|9|54|32|54|24|48|105|15|27|51|25|53|15|108|206|49|101|59|105|GB88|2|0403|2013
18|2013|135|13635612002|128|0|Hard|$4330625|267|3|0|2|18.03.2013|31.03.2013|['6', '6', '2']|['7', '4', '6']|['6', '6', '2']|['5', '-1', '-1']|0|4|6|11|5|12|5|48|24|48|22|54|101|15|28|53|24|51|15|98|206|46|105|52|101|GB88|2|0403|2013
18|2013|48|13635612002|128|0|Hard|$4330625|107|71|1|2|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['0', '3']|['-1', '-1']|0|14|4|5|0|0|3|22|19|22|6|21|40|7|13|18|17|24|8|55|85|23|45|32|40|A479|2|0403|2013
18|2013|48|13635612002|128|0|Hard|$4330625|71|107|0|2|18.03.2013|31.03.2013|['0', '3']|['6', '6']|['0', '3']|['-1', '-1']|0|2|0|0|1|5|2|21|15|21|3|22|45|8|7|24|5|18|7|30|85|8|40|22|45|A479|2|0403|2013
18|2013|64|13635612002|128|0|Hard|$4330625|137|262|1|2|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['2', '4']|['-1', '-1']|0|11|3|5|0|0|5|22|22|22|7|25|46|9|15|24|18|33|9|62|104|25|58|37|46|R975|2|0403|2013
18|2013|64|13635612002|128|0|Hard|$4330625|262|137|0|2|18.03.2013|31.03.2013|['2', '4']|['6', '6']|['2', '4']|['-1', '-1']|0|1|0|0|2|5|6|25|18|25|0|22|58|9|15|33|9|24|9|42|104|9|46|33|58|R975|2|0403|2013
18|2013|98|13635612002|128|0|Hard|$4330625|97|21|1|2|18.03.2013|31.03.2013|['4', '6', '6']|['4', '6', '6']|['6', '3', '3']|['-1', '-1', '-1']|0|12|3|6|4|5|4|57|42|57|14|50|96|14|21|39|8|23|14|85|169|22|73|63|96|Q927|2|0403|2013
18|2013|98|13635612002|128|0|Hard|$4330625|21|97|0|2|18.03.2013|31.03.2013|['6', '3', '3']|['4', '6', '6']|['6', '3', '3']|['-1', '-1', '-1']|0|6|1|5|3|6|0|50|36|50|15|57|73|14|15|23|18|39|14|84|169|33|96|51|73|Q927|2|0403|2013
18|2013|104|13635612002|128|0|Hard|$4330625|18|118|1|2|18.03.2013|31.03.2013|['6', '7']|['6', '7']|['3', '6']|['-1', '6']|0|6|4|9|4|6|0|46|28|46|10|38|73|11|16|27|24|39|10|78|150|34|77|44|73|F444|2|0403|2013
18|2013|104|13635612002|128|0|Hard|$4330625|118|18|0|2|18.03.2013|31.03.2013|['3', '6']|['6', '7']|['3', '6']|['-1', '6']|0|4|2|6|5|9|5|38|28|38|18|46|77|10|15|39|11|27|11|72|150|29|73|43|77|F444|2|0403|2013
18|2013|135|13635612002|128|0|Hard|$4330625|263|126|1|2|18.03.2013|31.03.2013|['5', '7', '6']|['5', '7', '6']|['7', '6', '2']|['-1', '3', '-1']|0|11|3|7|4|6|4|55|43|55|15|55|97|16|23|42|20|44|16|101|196|35|99|66|97|BA47|2|0403|2013
18|2013|135|13635612002|128|0|Hard|$4330625|126|263|0|2|18.03.2013|31.03.2013|['7', '6', '2']|['5', '7', '6']|['7', '6', '2']|['-1', '3', '-1']|0|4|2|6|4|7|9|55|40|55|12|55|99|16|24|44|19|42|16|95|196|31|97|64|99|BA47|2|0403|2013
18|2013|97|13635612002|128|0|Hard|$4330625|99|195|1|2|18.03.2013|31.03.2013|['7', '6']|['7', '6']|['6', '3']|['6', '-1']|0|6|4|8|5|7|3|36|26|36|17|49|68|11|16|32|20|33|10|79|150|37|82|42|68|T786|2|0403|2013
18|2013|97|13635612002|128|0|Hard|$4330625|195|99|0|2|18.03.2013|31.03.2013|['6', '3']|['7', '6']|['6', '3']|['6', '-1']|0|5|2|7|4|8|3|49|32|49|10|36|82|10|13|33|16|32|11|71|150|26|68|45|82|T786|2|0403|2013
18|2013|76|13635612002|128|0|Hard|$4330625|90|258|1|2|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['2', '2']|['-1', '-1']|0|3|5|6|8|9|0|33|23|33|10|22|63|8|17|30|19|28|8|69|113|29|50|40|63|N289|2|0403|2013
18|2013|76|13635612002|128|0|Hard|$4330625|258|90|0|2|18.03.2013|31.03.2013|['2', '2']|['6', '6']|['2', '2']|['-1', '-1']|0|4|1|9|1|6|7|22|12|22|10|33|50|8|9|28|13|30|8|44|113|23|63|21|50|N289|2|0403|2013
18|2013|129|13635612002|128|0|Hard|$4330625|33|248|1|2|18.03.2013|31.03.2013|['4', '7', '7']|['4', '7', '7']|['6', '5', '6']|['-1', '-1', '5']|0|24|4|10|3|7|0|67|55|67|15|55|95|17|12|28|21|51|17|103|201|36|106|67|95|I186|2|0403|2013
18|2013|129|13635612002|128|0|Hard|$4330625|248|33|0|2|18.03.2013|31.03.2013|['6', '5', '6']|['4', '7', '7']|['6', '5', '6']|['-1', '-1', '5']|0|9|4|7|6|10|7|55|40|55|12|67|106|17|30|51|16|28|17|98|201|28|95|70|106|I186|2|0403|2013
18|2013|94|13635612002|128|0|Hard|$4330625|161|185|1|2|18.03.2013|31.03.2013|['6', '7']|['6', '7']|['2', '6']|['-1', '6']|0|11|3|4|7|8|3|40|28|40|14|33|80|10|24|40|12|28|10|78|141|26|61|52|80|C977|2|0403|2013
18|2013|94|13635612002|128|0|Hard|$4330625|185|161|0|2|18.03.2013|31.03.2013|['2', '6']|['6', '7']|['2', '6']|['-1', '6']|0|1|1|8|1|4|1|33|19|33|12|40|61|10|16|28|16|40|10|63|141|28|80|35|61|C977|2|0403|2013
18|2013|158|13635612002|128|0|Hard|$4330625|12|206|1|2|18.03.2013|31.03.2013|['7', '5', '7']|['7', '5', '7']|['5', '7', '5']|['-1', '-1', '-1']|0|13|5|18|3|7|6|50|36|50|15|62|93|18|23|43|40|71|18|114|226|55|133|59|93|SA93|2|0403|2013
18|2013|158|13635612002|128|0|Hard|$4330625|206|12|0|2|18.03.2013|31.03.2013|['5', '7', '5']|['7', '5', '7']|['5', '7', '5']|['-1', '-1', '-1']|0|14|4|7|13|18|11|62|47|62|14|50|133|18|31|71|20|43|18|112|226|34|93|78|133|SA93|2|0403|2013
18|2013|146|13635612002|128|0|Hard|$4330625|163|221|1|2|18.03.2013|31.03.2013|['7', '3', '6']|['7', '3', '6']|['6', '6', '3']|['5', '-1', '-1']|0|9|3|7|4|7|4|45|29|45|10|55|100|15|35|55|26|43|15|100|198|36|98|64|100|BD20|2|0403|2013
18|2013|146|13635612002|128|0|Hard|$4330625|221|163|0|2|18.03.2013|31.03.2013|['6', '6', '3']|['7', '3', '6']|['6', '6', '3']|['5', '-1', '-1']|0|10|3|7|4|7|10|55|45|55|16|45|98|15|17|43|20|55|15|98|198|36|100|62|98|BD20|2|0403|2013
18|2013|55|13635612002|128|0|Hard|$4330625|240|135|1|2|18.03.2013|31.03.2013|['6', '1']|['6', '1']|['4', '1']|['-1', '-1']|1|9|1|3|2|2|2|33|25|33|6|18|50|6|8|17|4|14|6|43|82|10|32|33|50|D875|2|0403|2013
18|2013|55|13635612002|128|0|Hard|$4330625|135|240|0|2|18.03.2013|31.03.2013|['4', '1']|['6', '1']|['4', '1']|['-1', '-1']|1|0|0|2|2|3|0|18|12|18|8|33|32|6|10|14|9|17|6|39|82|17|50|22|32|D875|2|0403|2013
18|2013|57|13635612002|128|0|Hard|$4330625|19|247|1|2|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['3', '1']|['-1', '-1']|0|8|4|5|3|3|2|35|28|35|11|26|50|8|9|15|12|19|8|60|95|23|45|37|50|MC10|2|0403|2013
18|2013|57|13635612002|128|0|Hard|$4330625|247|19|0|2|18.03.2013|31.03.2013|['3', '1']|['6', '6']|['3', '1']|['-1', '-1']|0|3|0|3|1|5|4|26|15|26|7|35|45|8|7|19|6|15|8|35|95|13|50|22|45|MC10|2|0403|2013
18|2013|69|13635612003|128|0|Hard|$4330625|245|129|1|3|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['2', '4']|['-1', '-1']|0|4|3|7|1|1|2|31|28|31|11|28|53|9|10|22|10|21|9|59|102|21|49|38|53|D643|3|0403|2013
18|2013|69|13635612003|128|0|Hard|$4330625|129|245|0|3|18.03.2013|31.03.2013|['2', '4']|['6', '6']|['2', '4']|['-1', '-1']|0|3|0|1|4|7|1|28|17|28|3|31|49|9|11|21|12|22|9|43|102|15|53|28|49|D643|3|0403|2013
18|2013|77|13635612003|128|0|Hard|$4330625|151|283|1|3|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['3', '2']|['-1', '-1']|0|13|4|5|7|8|2|38|29|38|10|28|59|8|11|21|16|25|9|66|112|26|53|40|59|H355|3|0403|2013
18|2013|77|13635612003|128|0|Hard|$4330625|283|151|0|3|18.03.2013|31.03.2013|['3', '2']|['6', '6']|['3', '2']|['-1', '-1']|0|4|1|8|1|5|3|28|18|28|9|38|53|9|9|25|10|21|8|46|112|19|59|27|53|H355|3|0403|2013
18|2013|96|13635612003|128|0|Hard|$4330625|246|94|1|3|18.03.2013|31.03.2013|['6', '6']|['6', '6']|['4', '4']|['-1', '-1']|0|0|4|12|4|6|2|37|26|37|14|42|65|10|14|28|20|31|10|74|138|34|73|40|65|SD32|3|0403|2013
18|2013|96|13635612003|128|0|Hard|$4330625|94|246|0|3|18.03.2013|31.03.2013|['4', '4']|['6', '6']|['4', '4']|['-1', '-1']|0|0|2|6|8|12|2|42|28|42|11|37|73|10|11|31|14|28|10|64|138|25|65|39|73|SD32|3|0403|2013
18|2013|148|13635612003|128|0|Hard|$4330625|182|144|1|3|18.03.2013|31.03.2013|['4', '7', '6']|['4', '7', '6']|['6', '6', '0']|['-1', '5', '-1']|0|4|5|9|4|7|2|38|28|38|14|56|95|14|32|57|25|36|14|99|187|39|92|60|95|T742|3|0403|2013
18|2013|148|13635612003|128|0|Hard|$4330625|144|182|0|3|18.03.2013|31.03.2013|['6', '6', '0']|['4', '7', '6']|['6', '6', '0']|['-1', '5', '-1']|0|6|3|7|4|9|8|56|42|56|10|38|92|14|11|36|25|57|14|88|187|35|95|53|92|T742|3|0403|2013
18|2013|74|13635612003|128|0|Hard|$4330625|170|63|1|3|18.03.2013|31.03.2013|['6', '7']|['6', '7']|['1', '5']|['-1', '-1']|0|3|4|9|0|1|1|38|30|38|14|33|53|9|8|15|16|30|10|68|116|30|63|38|53|F401|3|0403|2013
18|2013|74|13635612003|128|0|Hard|$4330625|63|170|0|3|18.03.2013|31.03.2013|['1', '5']|['6', '7']|['1', '5']|['-1', '-1']|0|0|1|1|5|9|3|33|19|33|8|38|63|10|14|30|7|15|9|48|116|15|53|33|63|F401|3|0403|2013
